Filename	Segment	WC	WPS	Sixltr	Dic	funct	pronoun	ppron	i	we	you	shehe	they	ipron	article	verb	auxverb	past	present	future	adverb	preps	conj	negate	quant	number	swear	social	family	friend	humans	affect	posemo	negemo	anx	anger	sad	cogmech	insight	cause	discrep	tentat	certain	inhib	incl	excl	percept	see	hear	feel	bio	body	health	sexual	ingest	relativ	motion	space	time	work	achieve	leisure	home	money	relig	death	assent	nonfl	filler	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP	AllPct
362.Stevens.10.7.02.docx	1.00	2341.00	15.71	27.13	75.65	49.42	12.60	7.56	1.71	3.25	0.21	1.58	0.81	5.04	6.88	12.60	8.76	2.65	7.22	1.50	3.03	11.66	4.70	1.03	1.96	0.73	0.04	8.63	0.09	0.09	0.51	6.54	2.09	4.27	0.51	2.99	0.26	15.34	1.96	2.01	1.67	1.84	1.96	0.90	5.08	1.71	0.73	0.30	0.21	0.13	0.51	0.34	0.13	0.04	0.00	14.52	1.92	7.22	5.00	2.39	2.14	0.17	0.30	0.30	0.09	0.81	0.17	0.09	0.04	7.01	3.67	0.26	0.00	0.43	0.00	0.38	0.00	1.03	0.00	0.00	12.77
363.Hatch.10.7.02.docx	1.00	3082.00	21.86	31.73	74.79	47.83	10.22	6.26	1.62	2.76	0.16	1.07	0.65	3.96	7.40	10.71	7.40	1.85	5.55	1.72	2.08	13.08	5.55	1.46	2.11	0.36	0.00	8.27	0.06	0.13	0.88	6.13	2.47	3.57	0.58	2.34	0.36	16.94	2.69	2.04	1.82	1.62	1.98	1.30	5.39	1.98	0.45	0.10	0.32	0.00	0.32	0.16	0.13	0.03	0.00	12.01	1.14	6.00	4.64	3.41	2.63	0.19	0.10	0.42	0.52	0.32	0.13	0.06	0.00	5.52	5.87	0.10	0.32	0.06	0.00	0.45	0.00	1.27	0.00	0.00	13.60
364.Nelson.10.7.02.docx	1.00	2583.00	19.87	32.29	71.27	44.17	9.25	5.15	1.32	2.01	0.04	1.24	0.54	4.10	7.55	9.45	6.27	1.63	4.96	1.66	2.05	12.93	5.11	0.81	1.59	0.35	0.00	7.08	0.35	0.23	0.58	7.01	3.37	3.56	0.23	2.63	0.58	15.56	2.05	1.97	1.70	1.05	1.86	1.70	5.42	1.36	0.77	0.15	0.39	0.15	0.46	0.19	0.15	0.12	0.04	11.81	1.82	6.35	3.21	3.45	3.52	0.15	0.23	0.35	0.08	0.70	0.00	0.04	0.08	6.19	4.34	0.04	0.12	0.00	0.00	0.62	0.00	1.20	0.00	0.00	12.50
365.Specter.10.7.02.docx	1.00	690.00	18.65	31.01	71.88	48.70	11.01	6.52	3.77	1.74	0.29	0.29	0.43	4.49	7.97	11.01	7.10	2.32	5.65	0.87	2.03	13.48	4.06	1.16	2.61	0.72	0.00	5.80	0.14	0.29	0.87	3.77	1.88	1.88	0.00	1.30	0.29	17.10	3.33	1.74	0.87	3.33	1.16	1.16	3.33	2.90	0.72	0.29	0.29	0.14	1.88	0.58	0.00	1.16	0.14	11.16	1.74	5.22	4.35	2.17	1.88	0.14	0.00	0.29	0.00	0.00	0.14	0.00	0.29	6.38	5.94	0.14	0.29	0.14	0.00	1.30	0.00	0.43	0.00	0.00	14.64
366.Lieberman.10.8.02.docx	1.00	2860.00	20.88	27.66	76.89	50.42	12.10	6.01	1.54	2.38	0.45	1.33	0.31	6.08	8.15	11.82	7.73	2.38	8.04	0.56	3.04	12.66	4.65	0.98	1.96	0.87	0.00	8.29	0.03	0.38	0.66	6.12	2.73	3.39	0.28	2.52	0.24	15.52	2.59	2.20	0.94	2.13	1.05	1.57	4.76	1.92	0.94	0.17	0.70	0.00	0.35	0.10	0.07	0.07	0.10	11.15	1.22	5.28	4.51	3.08	3.32	0.56	0.31	0.45	0.17	0.77	0.14	0.07	0.00	4.44	6.99	0.35	0.14	0.70	0.00	0.21	0.00	0.59	0.00	0.03	13.46
367.McCain.10.8.02.docx	1.00	2213.00	25.73	33.53	72.12	45.23	10.53	4.61	1.58	1.63	0.00	1.13	0.27	5.92	7.77	9.53	6.37	1.49	5.51	1.31	2.35	12.52	3.84	1.13	1.94	0.36	0.00	7.23	0.00	0.27	0.90	6.78	3.62	3.16	0.23	2.12	0.36	15.73	3.25	1.67	1.04	1.54	1.67	2.21	3.57	1.49	0.86	0.14	0.36	0.27	0.45	0.32	0.05	0.09	0.00	10.62	1.17	4.97	4.25	3.21	3.43	0.27	0.27	0.27	0.14	0.14	0.09	0.18	0.00	4.11	4.88	0.32	0.05	0.23	0.00	0.14	0.00	2.03	0.00	0.00	11.75
368.Warner.10.8.02.docx	1.00	2192.00	21.92	26.51	76.82	51.14	13.18	6.71	2.51	2.33	0.41	1.23	0.23	6.48	7.44	12.04	7.71	1.92	6.43	1.46	2.69	12.27	5.11	1.51	1.55	0.96	0.00	8.17	0.05	0.50	0.59	4.15	2.51	1.64	0.41	0.82	0.18	16.01	2.01	1.46	1.14	2.24	1.78	0.96	5.02	2.65	1.82	0.36	1.32	0.14	0.64	0.46	0.18	0.00	0.00	13.41	1.64	6.93	4.70	3.01	2.65	0.18	0.23	0.36	0.14	0.05	0.00	0.09	0.05	4.79	8.39	0.36	0.09	0.14	0.00	0.18	0.00	0.27	0.00	0.05	14.28
369.Bayh.10.8.02.docx	1.00	2257.00	19.13	28.62	77.40	51.09	16.17	10.10	3.90	4.74	0.22	1.02	0.22	6.07	6.73	11.79	6.87	1.51	7.40	1.28	2.79	11.70	5.72	1.33	1.68	0.40	0.00	10.19	0.00	0.71	0.58	7.71	4.08	3.63	0.58	1.77	0.44	18.96	3.50	2.39	2.04	2.04	1.28	1.20	6.16	2.26	1.06	0.09	0.66	0.31	0.80	0.49	0.27	0.00	0.04	8.82	1.64	3.99	2.75	1.86	3.01	0.13	0.27	0.04	0.18	0.71	0.04	0.04	0.00	5.41	5.32	0.40	0.18	0.58	0.00	0.22	0.00	0.35	0.00	0.13	12.58
37.Brownback.10.19.05.docx	1.00	1012.00	17.75	34.39	72.53	45.75	9.39	4.05	2.17	0.79	0.10	0.30	0.69	5.34	9.49	9.29	6.42	2.17	5.63	0.79	2.37	12.65	3.75	0.89	1.98	0.59	0.00	6.62	0.00	0.59	1.28	5.04	2.67	2.37	0.30	1.28	0.20	11.07	1.38	1.38	0.89	0.69	1.28	0.79	3.85	1.48	1.19	0.20	0.79	0.20	0.59	0.20	0.40	0.00	0.00	12.45	1.98	5.93	4.64	4.35	1.98	0.20	0.10	0.10	0.00	1.09	0.00	0.10	0.00	6.13	4.45	0.10	0.10	0.00	0.00	0.69	0.00	1.09	0.00	0.00	12.55
370.Craig.10.8.02.docx	1.00	1696.00	23.23	28.66	75.35	47.82	10.55	5.60	1.59	3.18	0.06	0.53	0.24	4.95	8.02	11.32	6.84	2.24	5.90	1.24	1.95	13.86	5.72	0.71	1.42	0.59	0.00	6.43	0.00	0.35	0.47	5.60	2.89	2.71	0.53	1.59	0.18	17.51	1.95	2.36	1.42	0.94	2.06	1.89	6.54	1.06	0.71	0.18	0.35	0.12	0.65	0.47	0.00	0.12	0.06	14.68	1.42	7.25	5.66	2.59	2.83	0.18	0.12	0.24	0.06	0.12	0.06	0.00	0.12	4.95	7.78	0.06	0.47	0.18	0.00	0.29	0.00	0.35	0.00	0.12	14.21
371.Byrd.10.8.02.docx	1.00	2968.00	13.74	22.68	78.03	53.98	16.51	7.75	3.13	2.12	0.30	0.91	1.28	8.76	6.74	14.99	10.01	1.45	9.97	1.45	2.83	11.79	4.21	1.52	2.29	0.64	0.00	8.69	0.13	0.00	1.15	3.94	2.26	1.58	0.17	1.08	0.20	14.49	2.90	0.91	1.72	2.63	1.11	0.64	4.01	2.39	1.55	0.51	0.91	0.10	0.37	0.20	0.10	0.03	0.03	11.99	1.85	5.59	4.41	1.99	1.55	0.27	0.37	0.57	0.07	0.27	0.07	0.20	0.03	6.77	6.44	0.34	0.13	1.35	0.00	0.27	0.00	2.12	0.10	0.07	17.69
372.Reid.10.9.02.docx	1.00	880.00	16.60	25.23	75.45	48.41	12.39	8.07	2.95	2.39	1.59	0.34	0.80	4.32	6.93	12.05	7.27	2.27	6.93	1.59	2.39	12.39	5.57	1.59	1.36	0.57	0.00	10.45	0.57	0.00	1.70	5.45	3.64	1.82	0.11	1.48	0.00	17.61	2.95	3.86	1.59	1.59	1.02	1.48	4.09	3.07	0.68	0.00	0.68	0.00	0.23	0.23	0.00	0.00	0.00	9.55	1.36	5.45	2.61	2.84	4.20	0.23	0.11	0.45	0.34	0.45	0.00	0.00	0.00	6.36	4.55	0.00	0.11	0.00	0.00	0.68	0.00	0.11	0.00	0.00	11.82
373.Feingold.10.9.02.docx	1.00	3035.00	20.65	30.41	76.90	49.29	11.33	6.49	2.54	2.97	0.03	0.33	0.63	4.84	6.79	11.60	7.05	1.38	7.15	0.76	3.16	13.61	5.44	1.68	2.44	0.13	0.00	8.37	0.00	0.13	0.49	6.75	2.44	4.28	1.02	2.14	0.40	17.27	2.50	1.78	1.55	2.64	1.48	1.12	5.30	2.57	1.45	0.33	0.99	0.13	0.23	0.10	0.07	0.03	0.03	12.42	1.45	6.66	4.12	2.90	2.67	0.13	0.07	0.23	0.10	0.36	0.46	0.16	0.03	5.01	6.00	0.40	0.07	0.49	0.00	0.76	0.00	1.42	0.00	0.49	14.63
374.Hutchison.10.9.02.docx	1.00	1319.00	13.32	28.43	74.98	47.69	11.83	7.20	2.12	4.02	0.23	0.68	0.15	4.62	7.20	14.10	9.17	2.88	7.66	0.76	2.12	10.31	4.47	1.29	2.12	0.68	0.00	9.78	0.61	0.00	0.53	7.43	2.27	5.08	0.45	3.64	0.83	16.07	2.43	1.97	1.36	1.82	0.61	1.82	6.14	1.52	1.29	0.08	0.53	0.61	0.91	0.30	0.53	0.08	0.00	11.30	1.59	5.61	3.79	2.73	3.11	0.23	0.30	0.23	0.00	1.21	0.08	0.00	0.00	7.88	4.25	0.53	0.00	0.91	0.00	0.53	0.00	1.36	0.00	0.38	15.85
375.Specter.10.9.02.docx	1.00	252.00	28.00	35.71	76.59	50.00	6.35	3.17	2.38	0.00	0.00	0.79	0.00	3.17	10.32	10.32	5.95	0.40	6.75	1.19	2.38	17.46	4.76	0.00	3.57	0.79	0.00	5.56	0.00	0.00	0.79	5.16	2.78	2.38	0.40	1.98	0.00	19.05	5.95	3.97	0.79	1.98	0.79	0.79	2.78	1.98	0.40	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	7.94	0.40	4.76	3.17	2.38	3.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.97	6.35	0.79	0.00	0.00	0.00	0.40	0.00	1.59	0.00	0.00	13.10
376.Lieberman.10.9.02.docx	1.00	2388.00	33.17	34.67	71.82	47.53	9.92	5.36	2.14	1.51	0.42	0.92	0.38	4.56	9.72	9.51	5.82	1.26	6.37	0.67	2.18	13.61	4.61	0.84	2.30	0.38	0.00	7.29	0.00	0.34	0.54	5.03	2.51	2.51	0.50	1.59	0.21	15.70	3.43	1.76	1.21	2.14	1.55	1.30	3.60	2.22	0.80	0.21	0.54	0.04	0.29	0.08	0.13	0.08	0.00	9.76	1.34	5.90	2.43	2.55	2.76	0.21	0.13	0.34	0.13	0.25	0.21	0.08	0.00	4.02	7.37	0.21	0.00	0.13	0.00	0.38	0.00	0.50	0.13	0.00	12.86
377.Leahy.10.9.02.docx	1.00	3008.00	17.59	31.85	74.80	47.94	11.50	5.88	1.83	2.39	0.10	0.76	0.80	5.62	7.35	12.10	7.85	2.26	7.38	1.16	3.03	11.54	5.09	1.46	1.86	0.60	0.00	8.11	0.00	0.03	0.60	5.15	2.13	2.99	0.50	1.53	0.57	17.22	3.32	2.69	1.96	2.33	0.83	0.96	4.32	2.63	1.33	0.07	1.10	0.17	0.17	0.10	0.07	0.00	0.00	10.67	1.80	4.69	4.06	4.16	3.59	0.20	0.17	0.63	0.03	0.60	0.07	0.10	0.07	6.28	5.92	0.13	0.10	0.60	0.03	0.07	0.00	1.30	0.00	0.00	14.43
378.Grassley.10.9.02.docx	1.00	1870.00	20.78	33.21	71.55	44.28	8.56	4.60	2.19	1.44	0.11	0.53	0.32	3.96	6.79	10.21	6.26	1.76	5.35	0.86	2.57	13.58	5.13	0.91	2.25	0.59	0.00	5.88	0.00	0.53	0.59	6.52	2.62	3.90	1.07	2.25	0.32	15.56	2.73	1.93	1.07	2.19	1.23	1.82	3.48	1.87	0.91	0.16	0.59	0.11	0.43	0.21	0.21	0.00	0.00	12.30	1.18	5.99	4.60	2.94	2.83	0.05	0.11	0.37	0.11	0.48	0.05	0.00	0.00	5.29	5.35	0.27	0.00	0.48	0.00	0.37	0.00	0.48	0.00	0.16	12.41
379.Graham.10.9.02.docx	1.00	3962.00	21.53	30.24	75.29	49.02	11.76	6.39	2.07	2.55	0.33	0.81	0.63	5.38	8.81	12.17	7.85	1.77	7.52	0.86	1.77	13.35	3.94	1.01	1.54	0.78	0.00	8.28	0.00	0.23	0.40	6.03	1.92	4.06	1.11	2.27	0.23	13.60	1.92	2.30	1.03	1.41	0.61	1.16	4.47	1.56	0.98	0.23	0.66	0.10	0.33	0.15	0.18	0.00	0.00	11.69	1.77	5.86	3.74	2.88	4.11	0.43	0.45	0.15	0.15	0.50	0.05	0.00	0.03	4.85	5.30	0.56	0.23	0.71	0.00	0.58	0.00	0.56	0.00	0.00	12.77
38.Brownback.9.24.04.docx	1.00	1460.00	22.46	30.21	70.75	42.60	7.81	3.56	1.37	1.16	0.07	0.07	0.89	4.25	7.88	8.22	5.62	0.89	5.14	1.16	2.53	13.22	4.73	0.75	1.92	0.34	0.00	6.92	0.00	0.00	2.95	3.70	1.99	1.64	0.48	0.89	0.07	13.63	1.58	1.51	1.37	1.03	1.16	1.03	5.07	1.03	0.75	0.07	0.41	0.21	0.55	0.27	0.14	0.07	0.07	13.56	1.10	10.34	1.99	3.36	2.19	0.21	0.34	0.89	0.21	0.41	0.07	0.00	0.00	6.23	5.68	0.14	0.21	0.00	0.00	0.14	0.00	0.68	0.00	0.07	13.15
380.Warner.10.9.02.docx	1.00	265.00	20.38	29.81	72.08	45.66	13.96	7.55	5.66	0.75	0.00	1.13	0.00	6.42	7.92	7.17	4.15	0.38	4.15	0.75	1.51	14.72	1.89	0.75	0.75	0.38	0.00	6.42	0.00	1.13	0.38	5.66	4.15	1.51	0.00	1.13	0.00	11.70	3.40	0.38	0.75	1.89	1.51	0.38	3.40	0.75	2.26	0.38	1.89	0.00	0.38	0.38	0.00	0.00	0.00	11.70	0.38	7.55	3.40	1.89	1.51	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.38	5.28	4.91	0.00	0.00	0.00	0.00	0.38	0.00	0.38	0.00	0.00	10.94
381.McCain.10.9.02.docx	1.00	2741.00	21.41	30.76	74.97	46.99	11.42	6.46	2.30	2.19	0.04	1.53	0.40	4.96	7.44	10.73	7.04	1.93	6.06	1.06	2.23	12.70	4.38	1.46	1.64	0.55	0.00	9.19	0.00	0.36	1.02	6.49	2.48	4.01	0.58	2.96	0.18	16.75	2.70	1.61	1.39	2.12	1.90	1.50	4.20	2.37	0.95	0.40	0.47	0.04	0.77	0.33	0.00	0.36	0.07	11.02	1.35	5.69	4.12	2.59	2.74	0.22	0.26	0.33	0.07	0.36	0.15	0.15	0.00	4.96	6.53	0.15	0.11	0.04	0.00	0.11	0.00	0.51	0.00	0.00	12.40
382.Murkowski.3.9.98.docx	1.00	1721.00	22.35	35.21	70.77	41.78	8.02	3.54	1.51	0.87	0.06	0.64	0.46	4.47	7.61	9.99	5.93	1.51	4.82	1.16	2.09	12.55	3.54	0.58	2.44	1.22	0.00	5.23	0.00	0.23	0.76	3.66	2.15	1.51	0.17	0.99	0.23	14.06	2.56	3.02	1.05	0.99	1.22	1.63	2.91	1.34	2.21	0.00	0.23	0.29	0.52	0.12	0.06	0.00	0.35	11.62	2.09	5.46	3.95	4.82	3.02	0.35	0.00	1.57	0.00	0.17	0.06	0.12	0.06	6.22	5.06	0.29	0.12	0.23	0.00	0.81	0.00	2.32	0.00	0.58	15.63
383.Nickles.3.9.98.docx	1.00	781.00	22.31	28.30	78.62	52.88	13.44	8.07	2.69	3.07	0.13	0.90	1.28	5.38	7.04	12.68	7.94	4.99	4.87	1.15	3.07	13.19	4.74	1.92	2.69	0.64	0.00	10.24	0.00	0.26	0.77	4.10	2.56	1.41	0.00	0.64	0.00	19.59	1.41	2.05	2.43	2.69	1.02	1.79	5.51	3.71	2.56	0.00	0.90	0.38	0.90	0.26	0.00	0.00	0.64	8.32	2.18	3.46	2.30	4.87	1.28	0.00	0.00	0.26	0.00	0.00	0.13	0.26	0.00	6.27	5.63	0.00	0.00	0.13	0.00	1.02	0.00	2.30	0.00	0.38	15.75
384.Murkowski.9.25.98.docx	1.00	1103.00	21.21	31.55	70.53	41.07	6.98	2.99	1.63	0.82	0.00	0.27	0.27	3.99	8.43	9.97	5.53	1.36	5.44	0.63	2.36	12.06	4.35	0.82	1.63	1.00	0.00	4.71	0.00	0.18	0.91	4.81	2.45	2.18	0.45	1.27	0.00	12.60	1.81	1.90	1.09	1.54	0.91	1.00	2.45	2.18	1.18	0.18	0.54	0.27	0.36	0.00	0.18	0.00	0.18	15.23	1.45	8.88	3.54	4.26	1.81	0.18	0.36	0.27	0.00	0.36	0.00	0.18	0.00	6.53	4.99	0.27	0.27	0.09	0.00	0.82	0.00	3.08	0.09	0.36	16.59
385.Nelson.9.20.02.docx	1.00	1435.00	22.42	28.50	75.26	51.22	9.97	4.95	1.81	2.44	0.00	0.21	0.49	5.02	9.69	11.43	8.57	1.46	5.92	1.67	3.21	14.22	5.44	0.35	1.18	0.70	0.00	6.13	0.00	0.21	0.35	4.81	2.44	2.37	0.28	1.46	0.21	13.66	1.88	1.67	1.46	1.95	1.39	1.60	4.25	1.05	0.56	0.21	0.14	0.14	1.25	0.49	0.28	0.49	0.00	11.57	2.23	6.34	2.79	2.72	2.44	0.14	0.21	0.56	0.07	0.70	0.14	0.14	0.07	3.69	5.99	0.21	0.14	1.05	0.00	0.28	0.00	0.07	0.00	0.07	11.50
386.Byrd.9.20.02.docx	1.00	1412.00	14.56	26.35	77.41	52.55	10.34	4.82	2.34	0.78	0.42	0.64	0.64	5.52	10.20	12.68	9.56	1.49	7.65	1.27	2.41	12.68	4.46	1.84	2.41	0.28	0.00	6.23	0.00	0.07	0.71	3.54	2.27	1.20	0.14	0.78	0.07	12.32	0.78	0.42	0.85	1.35	2.20	1.27	4.11	1.91	1.63	0.28	1.06	0.28	0.85	0.57	0.21	0.07	0.00	11.54	1.91	4.89	4.53	4.18	3.12	0.21	0.64	1.70	0.00	0.64	0.21	0.07	0.07	6.44	6.30	0.57	0.14	1.06	0.00	0.14	0.00	3.05	0.00	0.00	17.71
387.Nelson.1.10.03.docx	1.00	1188.00	19.16	29.88	72.81	44.78	9.68	3.96	1.26	1.60	0.17	0.34	0.59	5.72	8.84	8.16	4.80	1.43	4.97	0.93	3.28	13.64	3.79	0.76	1.09	0.59	0.00	5.81	0.00	0.25	0.25	4.88	2.27	2.61	0.51	1.43	0.34	13.89	1.60	1.52	1.77	1.85	1.43	1.01	4.38	1.35	1.77	1.01	0.59	0.08	0.42	0.08	0.08	0.00	0.25	15.57	1.68	9.51	4.04	3.96	2.27	0.08	0.51	0.51	0.08	0.08	0.00	0.00	0.08	6.06	5.47	0.08	0.00	0.00	0.00	0.42	0.00	0.42	0.00	0.00	12.46
388.Kyl.1.10.03.docx	1.00	4440.00	24.00	28.63	74.17	49.53	10.99	4.41	1.33	1.69	0.27	0.25	0.88	6.58	7.00	10.99	7.77	2.07	6.58	1.22	3.47	13.81	5.38	1.33	1.87	0.56	0.00	5.70	0.00	0.05	0.32	5.23	2.34	2.79	0.32	1.78	0.18	16.28	1.71	2.77	1.87	2.32	1.33	0.72	4.39	2.68	0.79	0.05	0.38	0.23	0.32	0.09	0.16	0.00	0.07	12.55	1.64	7.57	2.95	2.41	2.32	0.09	0.07	0.59	0.07	0.09	0.05	0.16	0.00	4.19	5.68	0.14	0.18	0.18	0.00	0.23	0.00	0.81	0.00	0.00	11.40
389.Nickles.2.25.99.docx	1.00	2336.00	12.49	26.58	76.71	49.83	14.43	9.42	0.90	4.45	0.68	0.60	2.78	5.01	5.39	15.50	8.90	3.30	6.93	1.16	3.55	11.04	4.62	1.46	2.18	0.56	0.00	11.39	0.00	0.17	0.43	3.85	1.76	2.10	0.13	1.41	0.26	16.65	1.58	3.08	1.24	1.58	1.24	1.20	6.25	1.88	2.14	0.09	0.77	0.17	0.77	0.64	0.04	0.00	0.09	13.36	1.88	5.57	5.44	3.64	2.61	0.30	0.26	1.11	0.00	0.56	0.09	0.39	0.00	8.86	7.02	0.17	0.47	0.56	0.00	0.09	0.00	2.78	0.00	0.26	20.21
39.Brownback.9.14.06.docx	1.00	671.00	12.90	27.72	75.41	49.93	10.73	6.26	1.64	3.43	0.00	0.15	1.04	4.47	9.84	12.07	9.39	1.94	9.24	0.15	3.43	10.88	3.87	0.75	2.09	0.45	0.00	8.79	0.00	0.45	1.64	4.47	1.79	2.38	0.45	0.60	0.15	12.52	0.89	1.19	1.19	1.34	0.00	0.45	5.51	1.79	1.04	0.15	0.75	0.15	1.49	0.00	1.04	0.00	0.45	14.16	2.09	6.56	5.07	3.58	2.38	0.15	0.75	0.75	0.00	1.04	0.15	0.00	0.00	9.39	5.66	0.15	0.15	0.00	0.00	0.15	0.00	0.30	0.00	0.00	15.80
390.Nickles.2.25.99.docx	1.00	545.00	11.35	21.28	79.27	56.33	14.50	10.83	5.32	2.39	0.00	1.47	1.65	3.67	6.24	17.80	11.19	2.20	11.74	0.92	5.50	12.11	4.95	2.02	1.65	1.28	0.00	9.72	0.00	0.00	1.28	2.20	1.10	0.37	0.18	0.00	0.00	14.31	2.02	0.92	1.83	2.75	0.92	0.00	4.22	3.67	1.10	0.18	0.92	0.00	0.00	0.00	0.00	0.00	0.00	12.29	1.10	5.87	5.14	2.57	2.02	0.00	0.00	1.65	0.00	0.00	0.18	0.00	0.00	9.36	4.59	0.00	0.00	0.00	0.00	0.00	0.00	1.28	0.00	0.55	15.78
391.Nickles.10.3.02.docx	1.00	476.00	17.63	33.19	73.74	44.33	12.39	7.14	2.73	2.52	0.00	0.63	1.26	5.25	6.09	13.03	6.93	1.89	8.40	1.05	1.89	10.71	3.57	1.89	1.26	0.63	0.00	8.19	0.00	0.42	0.84	5.25	2.10	2.94	0.84	1.05	0.42	18.07	5.25	1.26	1.47	1.68	1.05	0.63	5.25	2.73	2.52	0.42	1.89	0.21	0.42	0.21	0.21	0.00	0.00	11.55	2.10	5.88	3.99	5.88	3.99	0.42	0.21	0.00	0.00	0.00	0.21	0.00	0.21	7.35	6.93	0.21	0.00	0.00	0.00	0.21	0.00	1.26	0.00	0.00	15.97
392.Obama.7.26.07.docx	1.00	264.00	22.00	35.23	67.42	41.67	10.23	3.03	2.65	0.00	0.00	0.00	0.38	7.20	6.44	10.61	5.68	0.76	6.82	0.76	1.52	13.64	5.30	0.38	1.14	0.00	0.00	3.03	0.00	0.38	0.38	4.55	2.65	1.89	0.76	0.76	0.00	11.36	2.27	1.89	1.52	1.14	0.38	0.00	3.41	1.14	0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.71	3.03	3.79	1.14	3.79	2.27	0.00	0.00	2.27	0.00	0.00	0.00	0.00	0.00	5.30	5.68	0.38	0.00	0.00	0.00	0.00	0.00	1.52	0.00	0.00	12.88
395.Portman.9.10.13.docx	1.00	304.00	15.20	30.59	78.62	50.33	10.53	5.92	2.96	2.96	0.00	0.00	0.00	4.61	10.86	14.47	9.87	1.64	10.20	1.97	2.30	11.51	2.96	1.97	1.32	0.33	0.00	5.92	0.00	0.00	0.99	4.61	2.63	1.97	0.33	0.99	0.33	16.45	4.28	1.97	1.32	1.32	1.32	0.99	3.29	2.96	0.66	0.66	0.00	0.00	0.33	0.33	0.00	0.00	0.00	10.53	1.64	4.93	3.95	3.29	3.95	0.00	0.00	0.33	0.00	0.00	0.00	0.00	0.00	7.57	4.61	0.00	0.33	0.00	0.00	0.00	0.00	2.30	0.00	0.00	14.80
396.Pryor.2.1.07.docx	1.00	354.00	16.86	30.23	71.47	45.48	9.60	5.08	3.39	1.13	0.00	0.00	0.56	4.52	5.08	13.28	8.76	3.39	7.63	0.28	1.13	14.12	6.78	0.56	0.85	0.56	0.00	6.78	0.00	0.28	2.82	6.21	2.82	3.11	0.56	1.69	0.56	12.15	1.41	0.28	1.41	1.41	0.28	0.56	5.37	1.69	0.85	0.00	0.85	0.00	0.85	0.00	0.28	0.56	0.00	9.04	1.13	5.65	2.26	3.39	2.82	0.85	0.28	0.28	0.56	0.56	0.00	0.00	0.00	6.78	8.47	0.28	0.00	0.00	0.00	0.28	0.00	0.85	0.00	0.00	16.67
397.Reid.3.6.13.docx	1.00	157.00	17.44	36.94	70.70	40.13	6.37	3.18	0.00	0.00	0.00	2.55	0.64	3.18	5.73	10.83	6.37	1.91	5.73	2.55	0.64	12.10	3.82	0.64	3.82	2.55	0.00	7.64	0.00	0.00	3.82	7.01	1.91	5.10	1.27	3.18	0.00	11.46	0.64	1.91	2.55	0.00	1.27	0.00	4.46	1.27	1.27	1.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.10	1.91	7.01	3.18	2.55	4.46	0.00	0.00	0.00	0.00	2.55	0.00	0.00	0.00	5.73	3.18	0.00	0.00	0.00	0.00	0.64	0.00	1.27	0.00	0.00	10.83
398.Roberts.2.10.98.docx	1.00	3445.00	20.51	32.89	71.96	45.17	7.72	3.86	0.84	1.74	0.06	0.81	0.41	3.86	7.69	10.22	7.75	1.28	5.69	1.71	2.64	12.13	4.91	1.36	1.94	0.81	0.00	6.82	0.00	0.15	0.87	5.78	2.41	3.25	0.55	2.09	0.29	15.94	2.00	2.26	1.10	1.97	1.45	1.54	4.99	2.03	0.96	0.15	0.61	0.09	0.44	0.09	0.23	0.03	0.09	12.05	1.83	6.04	4.01	3.28	3.95	0.41	0.20	0.49	0.29	0.46	0.03	0.15	0.06	5.57	4.64	0.32	0.09	0.64	0.09	0.20	0.00	2.26	0.03	0.00	13.88
399.Roberts.7.20.98.docx	1.00	1437.00	20.24	29.37	73.76	50.52	10.93	6.26	2.37	2.85	0.14	0.35	0.56	4.66	7.03	12.18	8.91	1.88	7.93	0.70	4.59	12.73	4.52	1.25	2.02	0.63	0.00	8.07	0.00	0.21	1.18	4.18	2.09	1.95	0.28	1.04	0.21	16.01	2.02	1.39	1.39	2.09	1.88	0.63	5.78	1.81	1.18	0.42	0.42	0.28	0.07	0.07	0.00	0.00	0.00	12.25	1.60	6.96	3.27	2.37	2.02	0.35	0.00	0.63	0.07	0.07	0.07	0.00	0.00	6.19	6.82	0.56	0.35	0.14	0.00	0.42	0.00	5.15	0.00	0.00	19.62
4.Bayh.10.2.02.docx	1.00	325.00	18.06	29.54	79.38	48.62	12.62	8.31	3.38	3.38	0.00	0.92	0.62	4.31	6.77	12.62	8.00	0.31	10.46	0.92	1.85	12.62	4.62	1.54	1.54	0.62	0.00	7.38	0.00	0.92	0.31	7.08	3.38	3.69	0.62	1.85	0.62	20.00	0.92	4.92	2.77	2.46	1.85	1.85	5.23	3.08	0.62	0.00	0.31	0.31	0.62	0.31	0.31	0.00	0.00	8.00	2.15	4.62	1.23	4.62	4.00	0.00	0.00	0.31	0.00	0.31	0.00	0.31	0.00	5.54	6.77	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	12.62
