WPS	Sixltr	Dic	i	we	you	shehe	they	ipron	article	auxverb	past	present	future	adverb	preps	conj	negate	quant	social	posemo	negemo	insight	cause	discrep	tentat	certain	inhib	incl	excl	motion	space	time	work	achieve	money	relig	death
17.74	27.37	78.51	1.47	2.21	.49	1.31	2.04	7.43	5.88	11.85	5.15	9.48	.57	4.58	11.27	4.17	3.1	2.04	8.91	1.8	3.43	3.19	2.86	1.31	2.29	1.88	.49	3.35	3.76	2.7	6.21	3.02	1.39	1.39	.57	0	0
27.71	28.87	77.32	3.61	1.29	0	.52	0	4.9	9.28	7.99	2.06	6.44	2.58	1.8	12.89	4.12	2.32	1.8	7.22	1.8	1.55	3.09	.77	3.35	2.06	.52	.77	3.87	2.84	1.8	5.67	3.87	2.32	4.38	0	0	0
23.63	41.87	63.47	.67	.67	0	3.12	.45	4.23	4.45	5.12	1.78	4.45	.22	2	10.69	4.9	.67	.89	7.35	3.34	3.79	1.34	.67	.67	.67	1.56	1.11	5.35	.67	1.11	7.13	6.46	2.67	1.78	.45	.45	0
17.31	30.02	76.57	.96	1.12	0	.8	1.44	8.03	7.22	8.83	3.53	4.98	1.61	2.73	10.27	4.98	2.25	2.25	9.15	2.89	3.85	1.61	.96	1.61	2.09	2.57	.96	2.41	2.89	1.93	3.85	4.49	4.01	2.73	1.28	.16	.64
17.61	33.33	69.14	1.48	.49	0	1.73	.25	5.43	8.4	5.43	2.72	5.43	.74	2.22	13.83	3.21	.25	.74	7.16	1.48	3.21	1.48	1.48	.99	1.48	.99	0	2.96	.74	1.48	6.42	1.73	3.95	4.44	0	1.48	.74
19.61	31.99	74	1.08	1.4	0	1.21	.64	4.91	6.76	9.11	2.17	6.69	1.59	3.19	12.11	5.54	1.91	1.91	5.61	2.61	3.44	1.72	3.44	2.04	2.68	1.34	1.53	3.63	2.87	.45	4.65	4.4	4.33	3.25	.51	.06	.89
18.65	30.68	72.58	1.27	1.99	0	.72	.72	3.76	8.57	7.41	1.88	5.47	1.11	2.76	11.72	4.59	1.44	2.54	7.08	2.21	3.98	1.82	1.55	1.44	1.49	1.38	1.16	4.7	1.88	1.22	6.03	4.59	2.99	2.16	.44	.17	1
20.76	31.6	73.03	.58	.96	0	0	.39	5.78	7.13	6.36	1.73	4.82	.96	1.93	14.64	6.55	.58	2.12	6.17	3.28	2.31	1.35	.58	1.16	1.16	.77	.77	5.2	1.93	.96	7.71	3.66	2.89	2.7	1.35	0	.58
21.48	32.53	72.53	.8	2.18	.06	.98	.17	4.66	7.76	6.67	1.32	6.15	1.21	3.56	10.63	4.6	1.55	2.41	8.97	2.87	4.2	2.41	2.47	2.01	2.99	.63	1.67	3.56	2.59	1.09	4.66	3.16	4.48	2.93	.8	.17	.8
18.68	33.64	71.71	.42	1.19	0	.17	1.02	4.08	8.41	6.63	.93	5.95	1.02	2.38	12.15	5.78	.93	2.72	5.61	2.8	3.74	.93	2.8	1.44	1.95	.76	1.95	3.74	1.61	1.27	6.63	3.65	3.57	2.55	.34	.08	1.78
21.14	40.81	67.97	1.08	.81	0	0	.81	4.32	7.7	3.65	1.08	3.51	.27	1.76	13.92	4.46	.27	1.49	5.95	1.62	2.7	1.35	2.03	.54	.95	.81	1.62	4.73	.68	1.35	4.86	2.43	5.68	1.62	.54	0	.27
26.81	34.83	70.8	.56	2.25	.07	.07	.91	3.66	9.29	4.93	1.69	4.86	.77	2.18	13.65	4.29	1.27	1.76	6.19	2.46	2.32	2.81	1.9	1.13	1.55	1.48	1.34	4.86	2.04	1.27	6.69	5.91	3.8	2.81	.07	0	.14
25.62	39.64	70.87	1.2	0	0	.3	0	6.91	8.71	4.2	1.5	3.6	1.5	.6	12.61	4.2	.6	0	3.6	6.31	3.3	.6	.9	1.2	.9	1.5	2.7	3.6	.6	2.4	6.31	2.7	4.2	5.11	.6	0	.3
24.57	32.82	75.19	.58	2	.06	.39	.65	3.55	10.59	7.04	2.78	5.43	1.68	2.58	12.86	5.68	1.68	1.87	7.3	3.88	3.75	1.94	2.2	2.2	2	.84	1.87	4.84	3.1	1.42	5.94	3.49	2.84	2	.06	0	.58
23.61	35.18	73.51	.86	1.79	0	.5	.43	4.95	8.26	5.96	1.94	5.46	1.22	1.72	12.63	4.74	1.29	1.94	5.38	3.52	4.67	1.36	3.95	1.94	2.8	1.51	2.3	3.8	2.58	1.65	4.52	3.23	3.95	3.88	.5	.07	0
20.5	28.35	70.96	1.07	1.91	0	1.22	1.68	4.34	7.32	6.86	1.14	7.39	1.07	2.59	13.87	5.87	.46	1.22	9.91	2.74	2.67	1.3	1.14	1.6	1.37	.91	1.3	6.94	1.22	1.75	6.4	3.89	1.91	2.29	.38	.46	.38
26.07	36.65	65.34	.85	1.56	.28	.71	.43	2.13	8.1	2.98	1.85	3.41	.14	1.85	14.91	5.11	.43	1.14	6.82	4.26	1.99	1.14	2.27	.28	.28	1.99	.99	4.4	.71	1.85	4.69	4.55	4.55	3.84	.43	.28	0
23.18	30.58	70.37	1.46	1.08	0	.89	1.21	3.93	7.93	6.66	1.4	6.28	.76	2.6	13.2	4.57	.44	1.84	8.63	2.22	2.16	1.14	1.78	.76	1.08	1.14	1.33	4.31	.57	1.46	7.04	3.87	3.17	3.05	.38	.44	.13
24.03	31.14	71.36	1.32	1.87	0	1.6	.55	3.26	6.52	5.55	1.8	3.95	1.39	1.53	13.52	6.03	.83	1.53	7.28	3.47	3.68	2.01	2.01	1.04	1.6	1.8	1.46	5.27	1.8	2.08	6.93	5.89	2.91	4.02	.28	.21	.42
28.6	30.24	73.6	1.57	1.05	0	1.05	.52	4.02	8.92	5.77	1.05	5.59	1.05	1.75	15.38	6.29	.87	1.75	5.77	4.9	2.45	3.15	1.57	1.22	1.57	1.57	1.75	4.37	1.4	1.57	8.04	4.02	1.75	2.62	0	0	.52
23.71	32.23	74.1	3.92	3.31	0	.9	0	4.22	8.43	5.42	1.2	3.92	.6	3.31	12.65	6.33	0	1.81	7.83	4.52	1.51	2.71	2.41	.6	1.2	1.2	.6	6.63	.3	2.41	5.72	2.71	7.83	7.83	0	0	0
16.3	32.25	75.46	1.96	.52	0	3	1.04	6.14	7.44	9.27	2.74	8.22	1.04	2.22	10.31	4.31	1.31	2.09	10.31	2.74	1.96	2.87	1.17	1.31	2.48	1.83	1.04	4.31	1.57	1.83	4.18	3.26	4.31	1.83	.39	0	.13
16.22	33.73	70.03	1.54	2.91	0	0	.86	2.57	8.56	6.85	.34	7.19	1.37	2.91	11.47	3.08	1.37	2.4	7.19	3.77	1.37	2.57	1.03	.86	1.37	.68	1.88	4.28	1.88	2.57	6.16	3.6	3.42	2.57	.34	.34	.68
18.92	31.71	70.93	1.42	1.22	0	.61	1.22	5.69	8.74	6.5	.61	6.1	1.63	3.05	10.77	3.86	.81	.81	8.74	2.03	2.64	.61	1.83	1.42	2.24	1.42	1.63	3.05	2.24	2.03	5.08	3.25	4.07	3.86	1.02	1.22	.2
19.7	27.45	74.79	1.58	3	.33	.25	1.25	3.83	5.32	9.4	2.25	7.74	1	3.99	11.56	3.99	2.33	2.5	10.73	3.08	4.24	1.33	1.16	1.41	2	1.66	1.41	5.99	2	1.83	8.24	3.24	2.5	1.75	.17	.33	1.16
14.02	27.03	76.35	3.59	2.94	.64	.89	1.37	5.08	6	10.8	2.42	8.66	1.97	3.79	10.52	4.43	1.65	2.46	10.07	3.75	2.58	1.85	2.22	2.26	3.14	.44	.73	4.67	2.22	1.89	5.92	2.94	2.74	1.93	0	.04	.6
20.66	24.48	75.66	1.24	2.35	.28	.14	.41	6.09	10.1	6.22	.55	5.95	1.24	1.94	15.35	3.18	2.49	2.07	5.67	2.63	2.49	1.8	3.73	1.8	1.66	.97	.41	4.56	3.04	1.52	6.78	3.18	3.46	2.9	1.24	0	1.66
16.39	23.52	75.16	2.52	2.96	.38	.31	.57	7.3	7.99	8.68	2.58	8.93	1.19	3.14	13.02	4.91	1.13	2.26	7.74	2.45	1.32	2.96	2.52	1.95	2.26	1.64	1.38	5.22	2.52	1.95	6.67	3.27	1.45	1.64	.13	.06	.31
15.7	21.84	77.02	1.02	2.84	.68	0	.91	6.03	7.96	11.38	2.96	8.08	1.71	2.96	14.33	4.89	1.59	2.96	8.08	1.93	2.28	1.59	1.93	1.82	2.16	1.59	.91	5.46	3.07	1.93	6.94	2.62	2.05	1.25	.46	.23	.68
16.27	25.14	78.49	3.07	2.79	.28	0	.56	5.73	6.7	10.34	2.09	10.75	.98	3.77	12.15	5.59	1.96	1.12	9.78	3.35	2.37	2.37	.42	2.37	3.63	0	.84	5.59	3.91	1.82	7.96	4.33	1.54	2.23	0	0	.28
15.69	25.25	78.8	4.04	2.7	0	.61	.86	7.6	7.6	8.21	2.33	7.48	1.1	2.45	12.87	5.02	1.47	2.08	9.8	2.45	.61	2.94	1.1	2.21	2.57	1.47	1.23	5.15	2.57	1.72	5.02	3.19	3.19	2.82	.25	0	0
14.84	20.3	80.12	2.63	3.37	1.15	.58	1.15	8.13	7.23	9.94	1.56	10.35	1.89	3.94	11.67	5.75	3.78	1.07	11.5	1.81	1.64	2.22	1.81	1.48	2.71	.82	.49	4.35	4.6	1.81	6.24	3.45	2.3	2.79	.58	0	.66
19.38	31.35	65.08	1.59	.4	.4	0	.4	3.97	7.14	7.54	0	6.35	1.59	.79	13.1	1.59	.79	.79	2.78	3.57	1.98	3.57	.4	1.59	.4	1.98	.79	3.17	.79	3.57	6.35	2.78	3.17	4.37	1.19	0	.4
20.13	37.33	69.69	.71	1.85	0	.64	.5	4.12	6.39	6.81	1.35	4.97	1.63	1.99	14.19	4.54	.99	2.2	5.32	2.91	3.26	1.49	2.13	1.7	1.63	1.85	1.06	4.54	1.7	1.92	6.74	2.63	2.63	2.7	.43	.14	.5
23.21	34.58	71.2	1.36	2.15	0	.34	0	4.76	7.82	6.58	.68	5.56	2.15	2.38	13.27	4.99	1.59	1.7	5.33	2.83	2.95	2.15	2.27	2.27	1.7	2.38	1.59	5.1	2.38	1.13	6.12	2.38	2.72	2.49	.23	.34	.11
22.81	32.79	70.72	1.52	2.34	0	.7	.41	5.2	6.84	6.9	1.58	5.38	1.17	3.33	11.98	5.55	1.11	2.4	6.2	2.28	3.92	1.93	2.05	1.93	1.46	1.64	1.81	5.79	1.34	1.23	6.08	3.51	2.57	3.21	.41	.06	.18
25.09	30.75	75.49	3.08	1.58	0	.53	.75	5.94	6.77	7.29	1.05	7.22	1.8	2.63	13.68	5.19	.9	2.11	6.99	2.56	2.33	1.88	2.11	1.65	.98	1.5	1.73	3.83	1.05	1.73	5.94	3.91	4.51	3.68	.23	.08	.23
20.55	27.26	76.4	2.34	2.74	.18	.77	.62	5.27	7.87	8.2	2.2	7.83	1.06	2.93	12.99	4.57	1.32	1.83	8.45	3.22	2.31	2.38	1.79	1.79	1.65	1.39	1.02	5.31	1.9	2.45	6.29	3.81	2.12	3	.44	.07	.7
22.09	34.16	71.6	2.41	2.18	0	.47	.41	3.29	6.53	6.17	1.53	6.7	.82	2.53	13.05	4.29	1.18	2.94	6.94	2.76	2.23	1.94	1.76	1.82	1.47	1.41	1.41	4.35	1.82	1.82	5.41	3.7	3.53	3.23	.59	.12	.24
25.19	34.97	70.23	1.98	1.32	.09	1.13	.38	5.2	6.14	6.14	.66	6.52	1.23	2.27	13.89	4.63	.76	1.8	5.29	2.65	2.74	2.27	1.8	1.51	1.98	1.04	1.23	4.73	1.89	2.84	6.05	2.74	2.46	2.84	.09	.57	.19
15.94	29.41	75.29	2.75	2.22	1.05	1.31	.65	4.44	8.89	7.58	1.18	7.45	.65	2.75	13.07	4.18	.52	1.83	8.1	4.05	1.96	1.83	2.75	1.31	.78	1.05	1.57	4.31	1.44	1.96	6.01	3.4	3.27	3.01	.13	.52	.13
16	24.14	78.8	1.59	2.27	1.65	.55	1.72	5.7	7.41	10.17	1.59	9.44	1.9	3.19	12.5	4.6	1.47	1.96	9.5	2.94	4.23	2.33	2.21	2.27	2.33	.55	1.16	4.04	2.63	2.08	5.45	4.41	1.16	2.02	.49	.37	1.23
20.37	28.65	74.77	1.85	2.74	.04	.52	.97	5.51	8.53	8.21	1.13	7.89	1.61	2.78	11.63	5.23	1.13	1.85	10.02	2.25	1.89	1.97	1.33	1.65	2.01	.97	1.09	5.27	1.93	2.21	5.84	4.55	3.94	2.9	.16	.12	.48
20.94	27.06	74.33	1.49	3.18	.45	.65	1.54	5.17	6.77	7.56	2.34	7.11	1	2.59	12.04	5.62	1.44	2.14	11.24	2.79	2.49	1.94	2.09	1.59	1.79	1.09	.7	5.32	1.84	1.49	6.57	3.83	1.79	1.99	.35	.2	.3
21.83	33.18	73.18	2.23	1.23	0	.22	1.68	5.59	6.48	5.59	1.23	5.03	1.45	3.13	13.07	5.36	.89	2.46	9.5	5.59	1.12	.45	1.9	1.9	1.45	1.79	1.34	4.69	1.56	.67	5.36	3.13	2.68	2.46	.56	.45	0
43.4	41.94	65.9	1.38	0	0	0	0	3.23	7.37	5.07	.46	5.07	.92	1.84	11.98	5.53	1.38	1.84	5.99	2.76	3.23	.46	1.84	.92	.46	1.38	1.38	2.76	.46	2.3	4.61	5.07	4.15	3.23	.46	0	.92
24.96	42.27	65.17	.65	1.06	.08	.57	.49	3.6	5.97	4.91	.57	5.48	.98	1.64	12.51	4.25	1.23	.74	5.89	3.52	4.01	1.88	3.19	1.14	.98	1.06	.9	4.33	1.47	2.21	7.6	2.94	4.5	4.42	.57	.33	.33
14.97	37.28	70.37	.75	.32	0	1.08	1.19	3.34	8.19	5.6	1.08	3.99	1.62	2.26	12.07	5.17	1.29	1.83	6.57	2.16	3.77	1.19	3.02	1.51	.86	.65	1.62	3.34	2.05	2.69	5.93	3.77	4.2	3.99	.86	0	.22
23.77	33.26	69.49	.5	.95	0	.39	.34	3.98	9.14	6.67	1.68	4.43	1.4	2.19	13.52	4.15	1.23	1.85	4.32	2.08	2.92	1.35	1.85	1.18	1.01	1.35	1.79	4.15	1.79	1.23	5.72	4.99	2.86	2.69	.39	.11	.79
24.17	35.06	71.25	1.03	1.55	0	1.14	.31	4.14	8.38	6.62	1.96	4.24	1.86	1.86	13.44	5.17	.41	.93	7.86	2.28	1.76	2.9	2.9	1.55	1.96	1.14	1.96	4.55	1.03	1.86	5.58	4.24	4.45	4.34	.31	0	.41
21.63	29.19	75.16	1.39	2.12	.18	.94	.48	5.71	7.68	7.28	1.66	6.68	.97	4.02	12.78	5.83	1.69	2.18	6.23	2.75	3.38	2.06	2.09	1.57	2.87	1.57	1.18	3.84	2.69	1.48	6.47	3.87	2.78	3.48	.3	.18	.42
18.67	36.98	67.35	1.03	.88	0	.51	.44	3.08	8.07	3.89	1.47	3.37	.29	2.05	12.55	4.48	.51	1.32	5.87	2.35	3.67	1.39	2.64	.37	.66	1.17	1.69	5.5	.88	1.39	5.36	4.84	3.67	2.86	.29	.15	.81
14.79	17.72	80.65	9.09	.47	1.63	0	1.86	5.59	8.16	8.39	4.43	6.76	.47	3.26	8.39	5.36	1.4	3.5	8.86	2.1	3.03	2.56	.7	1.63	2.8	1.63	.7	3.03	2.33	1.17	4.2	4.66	1.17	.93	.23	0	1.63
16.73	38.22	67.39	.27	1	0	.45	.36	3.44	7.07	6.34	1.36	5.16	1.81	1.99	9.78	4.08	.91	2.99	4.98	2.54	4.53	1.27	2.63	2.26	1.27	1.45	1.27	3.71	1.18	1.81	5.89	5.71	4.62	3.17	1.45	.18	.36
20.48	26.95	78.71	2.34	6.25	0	0	.2	4.69	7.23	7.42	.98	7.62	1.37	2.15	14.65	6.25	1.76	1.37	10.94	2.54	1.76	3.12	.78	1.95	2.15	1.56	.78	7.03	3.52	2.34	6.05	6.45	1.76	2.73	.2	0	.39
16.42	29.82	72.59	1.4	3.3	.38	.51	1.14	4.31	4.57	8.76	1.78	8.63	1.14	4.06	11.68	6.47	2.41	3.05	9.52	3.43	1.9	2.54	1.4	1.4	3.17	1.4	.63	5.46	3.43	1.65	5.71	3.93	2.54	2.79	.89	.25	.13
18.49	26.66	75.05	.85	3.51	.09	1.71	.28	5.79	8.06	7.97	1.71	7.5	.95	3.32	14.14	4.17	1.14	.95	7.5	1.42	2.37	3.61	1.9	1.99	2.28	.57	.66	5.98	2.37	2.37	5.79	2.75	1.61	1.61	1.23	0	.28
13.1	23.29	78.47	4.7	4.31	0	.78	0	4.7	8.22	11.35	.2	14.09	2.54	2.35	12.72	4.7	1.57	1.37	10.37	1.57	1.37	3.72	1.37	3.13	4.11	.78	.78	5.48	2.94	1.57	7.24	2.15	1.76	1.37	.2	.2	.78
17.52	26.34	73.93	2.41	4.54	.14	1.03	.89	6.6	5.91	7.84	2.06	7.43	.89	2.82	12.38	3.37	.96	2.54	10.39	1.86	1.79	2.13	1.58	1.03	2.06	1.24	.48	4.75	1.93	2.27	6.6	3.71	1.99	1.99	.55	.14	.21
13.66	23.2	74.25	.88	3.15	.81	1.41	.85	6.12	7.89	9.66	2.51	8.95	.85	3.86	12.63	3.96	1.06	1.91	9.76	1.17	1.2	1.8	1.87	1.27	1.73	.96	.64	4.56	1.17	1.31	8.17	3.61	1.17	1.27	.53	.07	.18
23.82	26.72	75.19	4.2	1.53	0	.38	.76	6.11	7.25	7.63	1.53	7.63	1.91	3.82	9.54	4.96	2.67	3.44	4.58	3.44	1.53	3.44	2.29	1.53	3.44	1.15	0	6.87	2.29	2.29	5.73	1.53	5.73	7.25	.38	0	.38
15.94	25.1	76.86	3.14	3.14	1.18	0	0	5.49	9.02	6.67	1.18	9.8	.39	4.31	11.37	5.49	1.57	1.57	7.06	3.92	0	3.14	3.53	2.75	2.35	2.75	.39	5.49	1.96	4.31	5.88	1.18	4.71	4.71	.78	.78	0
18	30.25	80.25	3.7	3.09	0	1.23	.62	8.64	5.56	9.26	3.09	8.64	1.23	3.7	11.11	3.7	0	1.85	7.41	4.94	.62	6.17	1.23	2.47	1.85	1.23	.62	3.7	1.23	1.23	6.17	4.94	4.32	6.17	1.85	0	0
22.44	37.62	68.32	3.47	.99	0	0	.5	7.43	7.43	2.48	.5	5.45	.5	1.98	10.89	3.47	0	1.98	3.96	4.46	1.49	.5	1.49	0	0	2.48	.99	6.93	0	2.97	4.95	5.94	4.46	5.45	2.97	0	0
36.95	36.54	66.71	1.08	.81	0	.14	.81	5.14	7.58	3.65	1.08	3.65	.81	1.49	14.88	4.74	.81	2.03	4.47	2.98	1.49	1.35	1.76	.68	1.49	2.57	1.35	5.41	1.22	1.35	7.17	2.84	5.14	2.44	1.49	.14	.68
17.21	26.91	75.84	2.45	3.36	0	.61	1.22	4.59	7.95	10.09	1.22	8.26	1.83	3.06	12.54	5.2	1.22	2.45	7.65	3.06	2.14	1.22	2.45	1.83	1.83	1.53	2.75	5.5	2.14	3.06	5.81	2.75	3.06	3.06	.92	.31	0
29.43	28.16	73.3	.97	2.91	0	0	.49	4.85	7.77	5.83	.97	7.28	1.46	4.37	15.05	7.28	1.94	2.43	6.31	4.37	3.4	1.46	2.91	1.94	.49	.97	.97	7.77	3.4	.49	4.37	1.94	3.4	3.88	.49	0	0
15.37	31.7	75.71	2.15	2.28	0	.35	1.11	5.26	6.71	9.76	3.46	8.44	.76	4.15	10.93	4.78	1.59	1.94	6.57	2.01	1.73	1.52	1.87	1.73	2.49	1.45	1.73	4.57	3.32	2.84	4.91	6.3	3.88	3.74	.21	.28	.14
17.66	32.77	73.49	.96	1.33	.12	0	.72	6.75	8.31	7.95	.6	7.47	1.33	3.73	11.45	2.65	.96	2.29	4.94	3.49	2.05	1.45	2.53	1.33	1.57	1.57	.84	3.37	1.93	2.29	6.63	4.34	4.46	3.61	1.33	0	.12
22.02	34.23	67.45	1.09	.84	0	.17	.25	6.39	7.49	6.73	1.35	5.63	1.09	3.2	14.05	4.79	.84	1.68	3.62	1.85	1.09	.76	2.27	.93	1.85	.5	.84	3.53	2.19	1.43	4.63	3.53	4.04	3.28	.5	.08	0
23.9	33.11	72.62	1.68	1.91	.05	.32	.55	6.05	7.87	7.41	1.09	7.19	1.05	3	13.05	4.68	.86	2.5	6.14	2.82	1.96	1.91	2.14	.82	2.68	1.27	1.14	3.46	2.18	1.77	6.64	3.23	3.46	3.23	.73	.18	.05
16.39	29.32	73.9	3.9	3.73	0	.51	1.53	4.24	8.81	8.14	1.69	8.31	1.36	4.58	11.86	4.24	1.19	2.37	7.46	5.76	1.02	3.9	2.2	1.69	1.53	1.19	.85	5.08	1.53	.85	5.25	2.88	2.37	3.56	1.36	0	.17
21.54	27.34	75.35	1.75	2.38	.63	.09	1.78	7.22	6.45	8.34	2.01	7.57	1.03	3.38	11.46	5.42	1.09	2.24	8.46	2.26	2.21	1.49	1.92	1.12	2.69	1.35	1.32	4.9	2.24	2.15	5.5	4.13	3.41	2.69	.89	.11	.17
17.25	42.77	65.28	.82	1.09	.14	.07	.55	4.37	8.46	4.98	.75	3.62	1.09	1.84	11.87	3.68	.89	2.25	3.41	3	4.37	2.05	1.91	1.3	2.11	.95	2.18	3.14	1.5	1.23	6.14	3.41	3.68	3.48	.07	0	.14
13.8	40.11	64.49	.88	.88	0	.18	1.94	5.65	7.77	6.36	.88	4.42	1.41	2.12	10.42	4.42	.88	.71	5.83	1.41	1.41	.88	1.59	2.47	1.77	1.06	1.06	3.71	2.12	1.06	6.36	1.94	5.12	3.89	.18	.53	.18
23.33	40	64.64	1.79	.36	0	0	1.07	3.57	5.71	6.79	.71	5.36	1.43	.71	10	6.43	.36	.36	3.21	3.57	3.93	1.79	1.79	2.14	1.07	.71	1.43	5	.71	1.43	5.71	2.5	5.71	5.36	.36	.71	0
21.67	34.83	70.07	1.82	1.4	.14	.14	.14	3.92	7.27	6.57	2.38	4.9	1.4	2.8	11.89	3.5	1.68	1.82	4.2	4.76	4.2	1.82	1.12	2.1	2.1	.56	.84	2.94	2.38	1.4	4.2	3.5	5.17	4.2	1.12	.42	.14
20.19	37.38	68.28	.94	.83	0	.24	.47	4.6	7.19	4.95	.83	3.89	1.53	1.3	13.33	4.48	.71	1.77	4.13	5.9	2.24	1.77	2.12	1.53	.94	1.42	1.65	4.25	.83	2.36	6.25	3.42	4.95	2.95	2.36	.47	.35
25.22	38.16	74.49	1.39	1.93	0	.54	.21	5.89	8.15	4.93	1.39	5.89	.54	1.93	15.76	3.86	.96	1.82	5.79	4.61	2.57	2.14	2.04	1.18	.75	1.39	1.5	4.07	1.18	2.89	6.65	3.22	4.07	2.79	.75	.32	.11
26.88	31.57	75.87	1.69	1.8	.11	.34	.79	6.76	10.71	6.43	1.69	5.75	.9	3.49	11.72	5.52	1.13	1.58	5.98	4.06	2.25	1.13	1.58	1.47	1.24	1.13	1.13	5.07	2.25	1.8	7.33	1.92	2.59	3.61	1.13	0	0
14.1	29.56	75.34	1.86	2.7	.17	0	1.52	5.57	7.43	6.76	1.18	7.94	1.18	2.03	14.86	2.2	1.01	2.2	6.25	3.04	2.53	1.18	2.87	1.52	1.69	1.18	1.01	4.73	1.35	3.21	8.61	2.7	3.04	2.53	1.01	0	0
21.24	32.03	72.22	.8	1.38	0	.46	.23	4.94	7.81	6.54	1.49	5.28	1.26	1.61	12.17	4.94	1.84	1.03	6.77	4.71	3.56	1.49	1.26	1.15	1.03	1.49	1.49	4.13	2.53	2.87	6.31	2.87	2.87	2.76	1.03	0	.23
18.46	23.89	77.35	2.31	3.2	.36	.62	1.15	6.48	6.66	9.41	3.02	8.88	.89	2.58	12.52	4.88	.98	1.15	8.79	2.93	2.4	1.6	1.33	1.42	1.69	2.13	1.51	6.22	1.78	2.22	7.55	3.37	1.95	1.87	1.6	0	.18
19.11	23.4	73.69	1.16	3.34	.15	.29	1.89	5.23	9.45	6.83	1.45	8.72	.58	3.2	12.35	4.65	.29	2.18	8.28	2.91	1.45	1.89	1.45	1.02	.58	1.74	1.6	5.09	.87	2.33	5.96	3.49	1.31	1.45	1.02	.73	.44
23.66	33.81	70.93	2.58	.93	0	0	.41	7.53	4.95	8.25	1.24	8.04	1.55	2.06	12.99	4.23	1.55	2.68	4.23	2.68	3.61	2.06	1.75	1.44	2.68	.82	1.24	2.78	2.37	1.34	4.54	2.06	2.99	2.37	1.24	0	0
19.33	35.06	68.39	2.87	1.15	0	0	0	6.32	9.77	6.32	0	5.17	2.3	0	14.37	3.45	0	1.72	1.72	5.17	1.72	.57	.57	1.72	1.72	1.15	.57	2.3	1.15	2.3	4.6	1.15	5.75	5.17	1.72	0	0
22.18	39.94	67.31	.81	.48	0	0	.32	5.15	5.8	3.7	.32	4.83	.32	1.29	15.78	4.67	.64	1.45	3.7	4.03	2.9	1.13	2.58	.16	.48	.48	3.38	4.19	.48	1.93	6.92	2.74	4.03	3.22	.32	.97	.32
23.09	40.6	64.41	.14	.14	0	0	.68	3.52	7.85	3.79	.95	4.19	.41	.95	13.26	3.25	.41	.81	3.65	4.19	4.19	1.76	2.03	.54	1.22	.81	1.49	3.92	.68	1.62	6.22	2.84	3.92	1.76	1.49	.68	.54
26.76	40.21	67.97	1.25	.53	0	0	0	5.16	5.87	5.69	.71	5.69	.53	.71	13.7	5.16	.89	1.25	3.74	3.74	3.91	1.07	1.78	1.07	.53	.89	3.2	6.05	1.42	2.31	3.91	2.85	5.34	3.2	.71	0	0
25.87	38.09	64.35	.06	.23	.06	0	.17	3.81	6.54	5.4	1.42	3.98	1.08	1.42	13.59	5.69	.97	1.76	2.96	3.07	3.98	.8	1.48	1.14	1.31	1.19	1.59	4.72	1.59	1.31	6.48	2.9	4.72	2.67	1.31	.17	.4
20.68	34.63	70.81	1.47	1.3	0	.17	.35	4.66	7.25	5.44	1.55	4.58	.95	2.07	14.34	4.75	1.04	1.3	5.27	2.42	3.63	1.64	1.73	.95	1.55	1.12	.95	4.23	1.3	1.21	6.39	4.23	5.44	2.76	.69	.26	.52
28.92	29.79	69.95	2.93	.8	0	0	0	4.52	10.11	5.32	.8	4.26	1.33	1.33	11.97	4.79	.8	1.33	4.52	3.72	1.6	1.06	1.33	1.33	1.6	1.33	.53	3.46	1.6	1.33	9.31	2.39	4.79	2.13	1.86	0	0
20.43	35.43	66.2	1.4	0	0	0	.47	5.13	6.99	6.06	1.17	3.5	1.17	2.33	15.15	3.26	.23	1.86	2.33	2.56	3.96	2.33	3.5	1.17	1.4	.7	.7	2.56	0	2.8	4.66	1.86	3.5	.7	2.56	0	.23
15.63	27.98	76.97	.22	2.95	0	1.22	.67	4.17	8.4	8.29	.89	7.12	2.39	3.67	13.4	4.67	1.28	2.45	9.23	1.39	3.45	2.39	2.95	1.89	2.95	1.33	.89	4.78	2.56	1.5	6.06	4.23	3.73	3.17	1.17	0	1.5
20.33	28.77	74.86	3.87	1.78	.24	.97	.36	4.8	8.05	6.72	1.95	6.39	.78	3.52	13.02	5.3	.78	1.62	6.94	3.06	1.52	2.9	1.57	1.19	2.09	1.31	.74	4.63	1.83	1.57	6.96	4.04	3.99	2.73	.19	.1	.14
21.7	28.63	75.91	2.37	3.14	0	.77	1.12	5.59	7.82	5.8	1.33	7.4	.56	2.65	12.5	5.1	.84	1.12	8.1	2.86	3.28	2.44	2.65	.98	1.68	1.4	1.75	5.52	1.68	1.47	6.56	2.37	3.14	1.89	1.33	0	.56
22.93	24.9	79.61	2.64	2.23	.05	1.52	.41	6.59	8.22	9.13	3.6	5.73	2.03	4.11	11.26	5.58	.91	2.38	8.62	2.28	1.47	3.5	2.48	1.37	2.54	2.13	.91	5.12	2.03	1.32	6.29	4.01	3.25	2.94	.15	.05	.3
19.82	31.49	72.69	.72	2.56	.03	.89	.5	4.82	6.8	7.72	1.25	6.44	1.39	3.12	11.98	4.79	1.37	1.84	6.66	2.15	3.99	2.29	2.93	1.62	2.12	1.51	1.53	4.6	1.92	2.12	5.18	4.52	2.62	2.68	.36	.11	.36
