"","ID","Region","Name","Party","Date","Venue","Foundation","Reference","Coverage"
"2390",1670,"Afghanistan","PayneD",1,"9/14/2001","House","Harm",1,0.042
"2392",1532,"Iraq","PayneD",1,"10/9/2002","House","Harm",10,0.0742
"2394",1313,"Iraq","PayneD",1,"10/10/2002","House","Harm",1,0.0619
"2397",822,"Sudan","PayneD",1,"5/13/2004","House","Harm",14,0.0452
"2401",829,"Sudan","PayneD",1,"7/21/2004","House","Harm",2,0.0334
"2406",1904,"Sudan","PayneD",1,"6/22/2005","House Hearings","Harm",3,0.0323
"2408",1215,"Sudan","PayneD",1,"11/1/2005","House Hearings","Harm",7,0.0261
"2412",1891,"Sudan","PayneD",1,"11/1/2005","House Hearings","Harm",7,0.0262
"2416",1884,"Sudan","PayneD",1,"3/8/2006","House Hearings","Harm",2,0.0238
"2420",534,"Sudan","PayneD",1,"4/5/2006","House","Harm",3,0.0478
"2425",1839,"Sudan","PayneD",1,"5/18/2006","House Hearings","Harm",4,0.0285
"2430",825,"Sudan","PayneD",1,"9/20/2006","House","Harm",1,0.0127
"2431",1354,"Sudan","PayneD",1,"2/8/2007","House Hearings","Harm",5,0.0311
"2437",1956,"Russia","PayneD",1,"11/9/2008","House Hearings","Harm",2,0.0165
"2440",1168,"Libya","PayneD",1,"3/31/2011","House Hearings","Harm",1,0.0127
"2443",1679,"Afghanistan","Pelosi",1,"9/14/2001","House","Harm",1,0.0519
"2447",1410,"Iraq","Pelosi",1,"10/10/2002","House","Harm",9,0.081
"2451",833,"Sudan","Pelosi",1,"7/21/2004","House","Harm",2,0.0247
"2454",532,"Sudan","Pelosi",1,"4/5/2006","House","Harm",4,0.0311
"2458",878,"Sudan","Pelosi",1,"9/20/2006","House","Harm",3,0.0243
"2461",888,"Syria","PetersMI",1,"6/22/2011","House","Harm",1,0.041
"2463",889,"Syria","PetersMI",1,"7/27/2011","House","Harm",1,0.0617
"2465",1634,"Afghanistan","PriceNC",1,"9/14/2001","House","Harm",2,0.1093
"2469",1534,"Iraq","PriceNC",1,"10/9/2002","House","Harm",3,0.0354
"2471",934,"Iraq","PriceNC",1,"3/11/2003","House","Harm",13,0.0655
"2473",601,"Libya","PriceNC",1,"9/12/2012","House","Harm",1,0.0267
"2474",396,"Sudan","Pryor",1,"2/1/2007","Senate","Harm",2,0.0548
"2479",1419,"Iraq","Rangel",1,"10/10/2002","House","Harm",4,0.1297
"2482",552,"Sudan","Rangel",1,"4/5/2006","House","Harm",4,0.0479
"2485",868,"Sudan","Rangel",1,"7/30/2007","House","Harm",1,0.0387
"2487",999,"Libya","Rangel",1,"6/3/2011","House","Harm",3,0.0734
"2489",505,"Iraq","Reid",1,"10/7/2002","Senate","Harm",3,0.0345
"2492",372,"Iraq","Reid",1,"10/9/2002","Senate","Harm",6,0.0655
"2496",397,"Syria","Reid",1,"3/6/2013","Senate","Harm",2,0.1265
"2499",491,"Syria","Reid",1,"9/9/2013","Senate","Harm",17,0.11
"2502",1659,"Afghanistan","Reyes",1,"9/14/2001","House","Harm",1,0.0873
"2505",1536,"Iraq","Reyes",1,"10/9/2002","House","Harm",9,0.1128
"2507",1335,"Iraq","Reyes",1,"10/10/2002","House","Harm",3,0.0934
"2511",2132,"Iran","Risch",1,"3/3/2009","Senate Hearings","Harm",1,0.017
"2515",2228,"Libya","Risch",1,"3/31/2011","Senate Hearings","Harm",1,0.0161
"2519",2217,"Libya","Risch",1,"6/28/2011","Senate Hearings","Harm",2,0.0489
"2525",2030,"Iran","Robb",1,"5/14/1998","Senate Hearings","Harm",1,0.0059
"2531",2283,"North Korea","Robb",1,"9/10/1998","Senate Hearings","Harm",1,0.0062
"2535",470,"Iraq","Rockefeller",1,"10/10/2002","Senate","Harm",12,0.0477
"2540",1647,"Afghanistan","Roemer",1,"9/14/2001","House","Harm",1,0.0496
"2541",1537,"Iraq","Roemer",1,"10/9/2002","House","Harm",9,0.1241
"2544",1710,"Afghanistan","Rothman",1,"9/14/2001","House","Harm",1,0.0703
"2548",1436,"Iraq","Roybal-Allard",1,"10/10/2002","House","Harm",6,0.1058
"2553",2205,"Iraq","SarbanesP",1,"7/31/2002","Senate Hearings","Harm",1,0.0071
"2555",522,"Iraq","SarbanesP",1,"10/9/2002","Senate","Harm",7,0.0271
"2558",428,"Iraq","SarbanesP",1,"10/10/2002","Senate","Harm",8,0.091
"2560",2354,"North Korea","SarbanesP",1,"2/4/2003","Senate Hearings","Harm",1,0.032
"2562",1689,"Afghanistan","Schakowsky",1,"9/14/2001","House","Harm",1,0.071
"2565",1092,"Iraq","Schakowsky",1,"3/5/2003","House","Harm",11,0.1391
"2567",1093,"Sudan","Schakowsky",1,"7/21/2004","House","Harm",4,0.2237
"2569",842,"Sudan","Schakowsky",1,"7/21/2004","House","Harm",1,0.0269
"2572",843,"Sudan","Schiff",1,"7/21/2004","House","Harm",5,0.0708
"2576",545,"Sudan","Schiff",1,"4/5/2006","House","Harm",4,0.0493
"2578",1094,"Syria","Schiff",1,"7/7/2011","House","Harm",2,0.0258
"2582",469,"Iraq","Schumer",1,"10/10/2002","Senate","Harm",20,0.0973
"2595",1059,"Libya","ScottD",1,"6/24/2011","House","Harm",1,0.0567
"2598",1541,"Iraq","ScottVA",1,"10/9/2002","House","Harm",21,0.0716
"2601",1542,"Iraq","Serrano",1,"10/9/2002","House","Harm",4,0.0445
"2608",2076,"Iran","Shaheen",1,"5/11/2011","Senate Hearings","Harm",1,0.0461
"2615",48,"Russia","Shaheen",1,"2/16/2012","Senate","Harm",2,0.021
"2620",423,"Syria","Shaheen",1,"9/10/2013","Senate","Harm",1,0.0594
"2623",1294,"North Korea","Sherman",1,"3/16/2000","House Hearings","Harm",7,0.0107
"2626",1572,"Afghanistan","Sherman",1,"9/14/2001","House","Harm",5,0.1536
"2628",1254,"Iraq","Sherman",1,"10/9/2002","House","Harm",1,0.0247
"2629",1807,"North Korea","Sherman",1,"2/17/2005","House Hearings","Harm",1,0.0154
"2634",1400,"Iran","Sherman",1,"3/6/2007","House Hearings","Harm",1,0.0138
"2637",1382,"Iran","Sherman",1,"3/15/2007","House Hearings","Harm",1,0.0033
"2640",849,"Iran","Sherman",1,"7/30/2007","House","Harm",1,0.0086
"2648",1962,"Russia","Sherman",1,"11/9/2008","House Hearings","Harm",2,0.0303
"2652",1287,"Libya","Sherman",1,"5/25/2011","House Hearings","Harm",2,0.0478
"2655",1016,"Libya","Sherman",1,"6/3/2011","House","Harm",9,0.1053
"2658",1058,"Libya","Sherman",1,"6/24/2011","House","Harm",1,0.0265
"2662",1982,"Russia","Sherman",1,"7/7/2011","House Hearings","Harm",4,0.1515
"2664",956,"Iran","Sherman",1,"7/27/2011","House Hearings","Harm",1,0.0399
"2666",906,"Iran","Sherman",1,"10/14/2011","House Hearings","Harm",3,0.0428
"2668",1925,"Russia","Sherman",1,"10/6/1999","House Hearings","Harm",4,0.1557
"2672",1963,"Russia","Sires",1,"11/9/2008","House Hearings","Harm",1,0.0333
"2675",1582,"Afghanistan","Skelton",1,"9/14/2001","House","Harm",2,0.0402
"2678",1329,"Iraq","Skelton",1,"10/10/2002","House","Harm",1,0.0139
"2681",1117,"Iran","Skelton",1,"2/1/2006","House","Harm",3,0.0366
"2684",1544,"Iraq","SmithWA",1,"10/9/2002","House","Harm",7,0.0566
"2691",1295,"North Korea","Snyder",1,"3/16/2000","House Hearings","Harm",1,0.0081
"2694",2138,"Sudan","Snyder",1,"6/15/2004","Senate Hearings","Harm",5,0.0073
"2698",1620,"Afghanistan","Spratt",1,"9/14/2001","House","Harm",3,0.1094
"2701",1328,"Iraq","Spratt",1,"10/10/2002","House","Harm",10,0.0724
"2703",521,"Iraq","Stabenow",1,"10/9/2002","Senate","Harm",2,0.0845
"2706",1752,"Afghanistan","Stark",1,"9/14/2001","House","Harm",3,0.0782
"2710",1545,"Iraq","Stark",1,"10/9/2002","House","Harm",8,0.1105
"2712",1311,"Iraq","Stark",1,"10/10/2002","House","Harm",2,0.0983
"2714",1789,"Iran","Stark",1,"9/28/2006","House","Harm",1,0.025
"2717",1072,"Libya","Stark",1,"6/24/2011","House","Harm",8,0.1905
"2720",362,"Iraq","Stevens",1,"10/7/2002","Senate","Harm",18,0.0711
"2725",1257,"Iraq","Stupak",1,"10/9/2002","House","Harm",5,0.0529
"2729",1638,"Afghanistan","Tanner",1,"9/14/2001","House","Harm",5,0.0535
"2732",1259,"Iraq","Tanner",1,"10/9/2002","House","Harm",3,0.0422
"2735",1407,"Iraq","Tauscher",1,"10/10/2002","House","Harm",1,0.0353
"2740",1260,"Iraq","ThompsonCA",1,"10/9/2002","House","Harm",6,0.0753
"2742",1549,"Iraq","Tierney",1,"10/9/2002","House","Harm",2,0.0232
"2743",1673,"Afghanistan","TurnerTX",1,"9/14/2001","House","Harm",2,0.1433
"2747",1550,"Iraq","TurnerTX",1,"10/9/2002","House","Harm",3,0.03
"2751",1724,"Afghanistan","UdallCO",1,"9/14/2001","House","Harm",1,0.0239
"2755",1124,"Sudan","UdallCO",1,"2/27/2003","House","Harm",10,0.1315
"2756",1705,"Afghanistan","UdallNM",1,"9/14/2001","House","Harm",1,0.07
"2757",1125,"Iraq","UdallNM",1,"10/1/2002","House","Harm",9,0.1286
"2760",1551,"Iraq","UdallNM",1,"10/9/2002","House","Harm",6,0.1146
"2763",2124,"Iran","UdallNM",1,"7/25/2012","Senate Hearings","Harm",1,0.0687
"2766",445,"Syria","UdallNM",1,"6/17/2013","Senate","Harm",9,0.0993
"2771",1437,"Iraq","Underwood",1,"10/10/2002","House","Harm",7,0.1147
"2776",976,"Syria","Vargas",1,"3/20/2013","House Hearings","Harm",3,0.0529
"2782",1552,"Iraq","Velazquez",1,"10/9/2002","House","Harm",10,0.1513
"2785",1716,"Afghanistan","Velazquez",1,"9/14/2001","House","Harm",1,0.0506
"2786",1636,"Afghanistan","Waters",1,"9/14/2001","House","Harm",5,0.201
"2789",538,"Sudan","Waters",1,"4/5/2006","House","Harm",1,0.0374
"2790",1128,"Syria","Waters",1,"9/20/2006","House","Harm",2,0.027
"2791",1797,"Sudan","Waters",1,"9/25/2006","House","Harm",2,0.074
"2792",876,"Sudan","Waters",1,"7/30/2007","House","Harm",1,0.0283
"2795",560,"Iran","Waters",1,"4/15/2008","House","Harm",47,0.1736
"2799",1261,"Iraq","Watson",1,"10/9/2002","House","Harm",3,0.0609
"2804",1910,"Sudan","Watson",1,"6/22/2005","House Hearings","Harm",2,0.1377
"2807",1219,"Sudan","Watson",1,"11/1/2005","House Hearings","Harm",4,0.0349
"2812",1887,"Sudan","Watson",1,"11/1/2005","House Hearings","Harm",5,0.0214
"2817",1844,"Sudan","Watson",1,"5/18/2006","House Hearings","Harm",4,0.0601
"2819",1129,"Sudan","Watson",1,"5/24/2006","House","Harm",1,0.0523
"2826",1187,"Iran","Watson",1,"7/9/2008","House Hearings","Harm",3,0.0491
"2827",1964,"Russia","Watson",1,"11/9/2008","House Hearings","Harm",1,0.0213
"2830",1415,"Iraq","Waxman",1,"10/10/2002","House","Harm",13,0.07
"2833",2060,"Iran","Webb",1,"3/29/2007","Senate Hearings","Harm",3,0.0303
"2838",2220,"Libya","Webb",1,"6/28/2011","Senate Hearings","Harm",3,0.0382
"2840",1082,"Libya","Welch",1,"6/24/2011","House","Harm",3,0.2313
"2843",451,"Russia","Wellstone",1,"2/8/2000","Senate","Harm",5,0.0433
"2848",452,"Russia","Wellstone",1,"2/23/2000","Senate","Harm",5,0.031
"2853",2281,"Russia","Wellstone",1,"3/1/2000","Senate Hearings","Harm",3,0.0489
"2857",2164,"Iraq","Wellstone",1,"3/22/2000","Senate Hearings","Harm",4,0.0184
"2861",454,"Russia","Wellstone",1,"6/21/2000","Senate","Harm",7,0.0745
"2866",453,"Russia","Wellstone",1,"7/21/2000","Senate","Harm",7,0.0869
"2874",2208,"Iraq","Wellstone",1,"7/31/2002","Senate Hearings","Harm",1,0.0301
"2877",455,"Iraq","Wellstone",1,"10/3/2002","Senate","Harm",13,0.0755
"2881",506,"Iraq","Wellstone",1,"10/7/2002","Senate","Harm",4,0.0502
"2885",457,"Kosovo","Wellstone",1,"9/23/1998","Senate","Harm",4,0.0264
"2890",456,"Kosovo","Wellstone",1,"10/8/1998","Senate","Harm",5,0.0354
"2894",2274,"Russia","Wellstone",1,"11/4/1999","Senate Hearings","Harm",2,0.0648
"2901",1618,"Afghanistan","Woolsey",1,"9/14/2001","House","Harm",1,0.0635
"2904",1308,"Iraq","Woolsey",1,"10/10/2002","House","Harm",2,0.1078
"2905",1136,"Iraq","Woolsey",1,"3/5/2003","House","Harm",5,0.122
"2906",1361,"Sudan","Woolsey",1,"2/8/2007","House Hearings","Harm",1,0.0427
"2909",1189,"Iran","Woolsey",1,"7/9/2008","House Hearings","Harm",1,0.0341
"2912",1135,"Iran","Woolsey",1,"2/25/2009","House","Harm",2,0.0337
"2913",1137,"Libya","Woolsey",1,"5/25/2011","House","Harm",5,0.1217
"2915",1006,"Libya","Woolsey",1,"6/3/2011","House","Harm",4,0.1203
"2918",1728,"Afghanistan","Wu",1,"9/14/2001","House","Harm",4,0.1078
"2921",635,"Iraq","Wu",1,"9/25/2002","House","Harm",3,0.2195
"2924",1556,"Iraq","Wu",1,"10/9/2002","House","Harm",10,0.1629
"2928",1613,"North Korea","Wu",1,"9/29/2006","House","Harm",1,0.0102
"2929",1385,"Iran","Wu",1,"3/15/2007","House Hearings","Harm",1,0.0332
"2932",510,"Iraq","Wyden",1,"10/7/2002","Senate","Harm",8,0.0445
"2935",1687,"Afghanistan","Wynn",1,"9/14/2001","House","Harm",1,0.0386
"2938",1557,"Iraq","Wynn",1,"10/9/2002","House","Harm",10,0.0936
"2941",458,"Iran","Adams",0,"3/6/2012","House","Harm",1,0.0465
"2943",1223,"Iraq","Aderholt",0,"10/9/2002","House","Harm",2,0.0537
"2946",17,"Iraq","Akaka",0,"4/10/2002","Senate","Harm",4,0.0565
"2950",431,"Iraq","Akaka",0,"10/10/2002","Senate","Harm",30,0.1304
"2953",1220,"Iran","Akin",0,"5/20/2009","House","Harm",4,0.0145
"2955",1765,"Iran","Akin",0,"9/25/2009","House","Harm",1,0.0109
"2959",2135,"Sudan","Alexander",0,"6/15/2004","Senate Hearings","Harm",5,0.0242
"2964",502,"Iraq","Allard",0,"10/7/2002","Senate","Harm",4,0.016
"2968",361,"Iraq","AllenVA",0,"10/7/2002","Senate","Harm",4,0.014
"2971",2339,"North Korea","AllenVA",0,"2/4/2003","Senate Hearings","Harm",1,0.0232
"2975",351,"Syria","AllenVA",0,"11/11/2003","Senate","Harm",5,0.0256
"2983",462,"Sudan","Armey",0,"9/19/2002","House","Harm",4,0.1518
"2985",1435,"Iraq","Armey",0,"10/10/2002","House","Harm",8,0.0524
"2990",2422,"Sudan","Ashcroft",0,"5/15/1997","Senate Hearings","Harm",10,0.0216
"2992",3,"Iraq","Ashcroft",0,"2/27/1998","Senate","Harm",3,0.0513
"2995",2171,"Iraq","Ashcroft",0,"3/9/1999","Senate Hearings","Harm",2,0.0221
"2999",1458,"Iraq","Barrett",0,"10/9/2002","House","Harm",7,0.0832
"3001",1639,"Afghanistan","BarrGA",0,"9/14/2001","House","Harm",5,0.4833
"3004",467,"Iran","Bartlett",0,"7/10/2008","House","Harm",16,0.0217
"3007",1033,"Libya","Bartlett",0,"6/3/2011","House","Harm",4,0.2061
"3010",358,"Iraq","Bennett",0,"10/7/2002","Senate","Harm",7,0.0355
"3014",1,"Iraq","Bennett",0,"1/28/2003","Senate","Harm",4,0.0219
"3016",558,"Iraq","Bennett",0,"2/27/2003","Senate","Harm",9,0.0485
"3020",7,"Iraq","Bennett",0,"3/6/2003","Senate","Harm",16,0.105
"3024",53,"Kosovo","Bennett",0,"3/19/1999","Senate","Harm",30,0.1709
"3027",1270,"North Korea","Bereuter",0,"3/16/2000","House Hearings","Harm",1,0.0132
"3029",559,"North Korea","Bereuter",0,"6/12/2001","House","Harm",2,0.0305
"3036",1451,"Iraq","BilirakisM",0,"10/10/2002","House","Harm",1,0.0206
"3039",1966,"Russia","BilirakisG",0,"7/7/2011","House Hearings","Harm",1,0.0857
"3042",1766,"Iran","BishopUT",0,"9/25/2009","House","Harm",1,0.0051
"3049",1667,"Afghanistan","Boehlert",0,"9/14/2001","House","Harm",1,0.0588
"3051",1567,"Afghanistan","Boehner",0,"9/14/2001","House","Harm",1,0.0514
"3054",1225,"Iraq","Boehner",0,"10/9/2002","House","Harm",1,0.0126
"3057",1338,"Iraq","Boehner",0,"10/10/2002","House","Harm",1,0.018
"3060",1027,"Libya","Boehner",0,"6/3/2011","House","Harm",1,0.0193
"3064",1066,"Libya","Boehner",0,"6/24/2011","House","Harm",2,0.0374
"3066",23,"Iraq","Bond",0,"10/9/2002","Senate","Harm",2,0.0209
"3069",22,"Iraq","Bond",0,"1/29/2003","Senate","Harm",5,0.0235
"3074",21,"Iraq","Bond",0,"1/29/1998","Senate","Harm",1,0.0203
"3076",1755,"Afghanistan","Bonilla",0,"9/14/2001","House","Harm",1,0.0494
"3077",1463,"Iraq","Bonilla",0,"10/9/2002","House","Harm",3,0.0733
"3080",2269,"Russia","Bonner",0,"11/4/1999","Senate Hearings","Harm",3,0.0383
"3085",1464,"Iraq","Bono",0,"10/9/2002","House","Harm",2,0.0418
"3089",769,"Iraq","Brady",0,"3/19/2003","House","Harm",18,0.0732
"3093",568,"Syria","Brooks",0,"9/11/2013","House","Harm",9,0.1619
"3096",2161,"Iraq","Brownback",0,"3/22/2000","Senate Hearings","Harm",3,0.0095
"3100",2168,"Iraq","Brownback",0,"6/28/2000","Senate Hearings","Harm",8,0.032
"3103",2173,"Iraq","Brownback",0,"3/1/2001","Senate Hearings","Harm",4,0.0167
"3106",27,"Iraq","Brownback",0,"2/13/2002","Senate","Harm",3,0.1307
"3109",2487,"Sudan","Brownback",0,"6/11/2002","Senate Hearings","Harm",3,0.0407
"3113",30,"North Korea","Brownback",0,"7/15/2002","Senate","Harm",2,0.0087
"3116",2184,"Iraq","Brownback",0,"7/31/2002","Senate Hearings","Harm",4,0.0651
"3119",508,"Iraq","Brownback",0,"10/7/2002","Senate","Harm",10,0.0428
"3123",2393,"North Korea","Brownback",0,"3/6/2003","Senate Hearings","Harm",1,0.0064
"3131",2363,"North Korea","Brownback",0,"7/15/2004","Senate Hearings","Harm",1,0.0091
"3135",31,"Sudan","Brownback",0,"7/22/2004","Senate","Harm",5,0.0392
"3139",2470,"Sudan","Brownback",0,"9/9/2004","Senate Hearings","Harm",3,0.0215
"3144",38,"North Korea","Brownback",0,"9/24/2004","Senate","Harm",2,0.0123
"3150",33,"Iraq","Brownback",0,"3/1/2005","Senate","Harm",3,0.0685
"3154",34,"Sudan","Brownback",0,"3/1/2005","Senate","Harm",8,0.0414
"3158",35,"Russia","Brownback",0,"3/15/2005","Senate","Harm",1,0.0088
"3162",37,"Sudan","Brownback",0,"10/19/2005","Senate","Harm",3,0.0294
"3165",28,"North Korea","Brownback",0,"7/13/2006","Senate","Harm",3,0.021
"3169",29,"Iran","Brownback",0,"9/7/2006","Senate","Harm",5,0.0736
"3172",39,"Sudan","Brownback",0,"9/14/2006","Senate","Harm",4,0.0643
"3176",49,"Sudan","Brownback",0,"10/25/2007","Senate","Harm",2,0.0357
"3180",59,"North Korea","Brownback",0,"4/29/2008","Senate","Harm",5,0.0203
"3185",62,"North Korea","Brownback",0,"6/27/2008","Senate","Harm",4,0.0192
"3189",63,"Iran","Brownback",0,"11/18/2010","Senate","Harm",2,0.0258
"3197",26,"Sudan","Brownback",0,"2/3/1999","Senate","Harm",3,0.0314
"3200",2170,"Iraq","Brownback",0,"3/9/1999","Senate Hearings","Harm",2,0.0082
"3201",291,"Kosovo","Brownback",0,"3/23/1999","Senate","Harm",2,0.0269
"3204",60,"Sudan","Brownback",0,"8/5/1999","Senate","Harm",1,0.0119
"3206",1454,"Iraq","Bryant",0,"10/10/2002","House","Harm",3,0.06
"3209",317,"Kosovo","Bunning",0,"3/19/1999","Senate","Harm",1,0.0104
"3212",290,"Kosovo","Bunning",0,"3/23/1999","Senate","Harm",5,0.0576
"3216",509,"Iraq","Burns",0,"10/7/2002","Senate","Harm",5,0.0307
"3224",1466,"Iraq","Burr",0,"10/9/2002","House","Harm",5,0.0625
"3226",575,"Iraq","Burton",0,"3/11/2003","House","Harm",1,0.0165
"3227",1800,"North Korea","Burton",0,"2/17/2005","House Hearings","Harm",1,0.0118
"3228",1894,"Sudan","Burton",0,"6/22/2005","House Hearings","Harm",1,0.0547
"3229",573,"Iran","Burton",0,"4/25/2006","House","Harm",2,0.0874
"3232",1146,"Iran","Burton",0,"7/9/2008","House Hearings","Harm",3,0.0169
"3235",577,"Iran","Burton",0,"10/14/2009","House","Harm",2,0.0236
"3236",574,"Iran","Burton",0,"2/23/2010","House","Harm",1,0.0356
"3238",572,"Iran","Burton",0,"4/15/2010","House","Harm",1,0.0139
"3240",576,"Iran","Burton",0,"5/18/2010","House","Harm",8,0.1072
"3242",1145,"Libya","Burton",0,"3/31/2011","House Hearings","Harm",12,0.1446
"3245",1274,"Libya","Burton",0,"5/25/2011","House Hearings","Harm",10,0.1279
"3248",996,"Libya","Burton",0,"6/3/2011","House","Harm",10,0.101
"3250",1062,"Libya","Burton",0,"6/24/2011","House","Harm",14,0.1483
"3254",1621,"Afghanistan","Buyer",0,"9/14/2001","House","Harm",3,0.1854
"3257",1229,"Iraq","Buyer",0,"10/9/2002","House","Harm",11,0.1345
"3259",1324,"Iraq","Buyer",0,"10/10/2002","House","Harm",4,0.0615
"3262",578,"Iraq","Buyer",0,"3/6/2003","House","Harm",10,0.0237
"3264",1573,"Afghanistan","Callahan",0,"9/14/2001","House","Harm",2,0.1049
"3265",1467,"Iraq","Callahan",0,"10/9/2002","House","Harm",4,0.1605
"3267",1762,"Afghanistan","Camp",0,"9/14/2001","House","Harm",1,0.0379
"3271",1230,"Iraq","Camp",0,"10/9/2002","House","Harm",8,0.0769
"3274",2329,"North Korea","CampbellJ",0,"3/1/2011","Senate Hearings","Harm",1,0.003
"3278",2285,"North Korea","Campbell",0,"9/10/1998","Senate Hearings","Harm",4,0.0133
"3282",1848,"Russia","CampbellT",0,"5/12/1999","House Hearings","Harm",5,0.043
"3287",1914,"Russia","CampbellT",0,"10/6/1999","House Hearings","Harm",3,0.0313
"3292",1469,"Iraq","Cantor",0,"10/9/2002","House","Harm",4,0.0783
"3296",718,"Iran","Cantor",0,"4/26/2006","House","Harm",5,0.1244
"3299",2344,"North Korea","Carter",0,"2/4/2003","Senate Hearings","Harm",13,0.0361
"3303",2394,"North Korea","Carter",0,"3/6/2003","Senate Hearings","Harm",13,0.0264
"3307",2364,"North Korea","Carter",0,"7/15/2004","Senate Hearings","Harm",12,0.0256
"3311",1590,"Afghanistan","Castle",0,"9/14/2001","House","Harm",2,0.0847
"3314",1471,"Iraq","Castle",0,"10/9/2002","House","Harm",4,0.0594
"3317",1678,"Afghanistan","Chabot",0,"9/14/2001","House","Harm",1,0.0644
"3320",1801,"North Korea","Chabot",0,"2/17/2005","House Hearings","Harm",2,0.0512
"3322",1931,"North Korea","Chabot",0,"4/28/2005","House Hearings","Harm",1,0.022
"3327",945,"Iran","Chabot",0,"7/27/2011","House Hearings","Harm",2,0.0073
"3334",958,"Syria","chabot",0,"3/20/2013","House Hearings","Harm",1,0.0376
"3335",1986,"Afghanistan","Chafee",0,"12/6/2001","Senate Hearings","Harm",1,0.0248
"3337",2186,"Iraq","Chafee",0,"7/31/2002","Senate Hearings","Harm",1,0.0078
"3342",523,"Iraq","Chafee",0,"10/9/2002","Senate","Harm",2,0.029
"3347",2468,"Sudan","Chafee",0,"9/9/2004","Senate Hearings","Harm",1,0.0513
"3349",1009,"Libya","Chaffetz",0,"6/3/2011","House","Harm",4,0.2521
"3354",492,"Syria","Coats",0,"9/9/2013","Senate","Harm",8,0.0464
"3356",1056,"Libya","Cole",0,"6/24/2011","House","Harm",2,0.1042
"3358",2035,"Iran","Coleman",0,"10/28/2003","Senate Hearings","Harm",1,0.0445
"3359",2012,"Syria","Coleman",0,"10/30/2003","Senate Hearings","Harm",3,0.0644
"3363",419,"Iran","Coleman",0,"3/2/2006","Senate","Harm",3,0.0268
"3365",67,"Iran","Coleman",0,"3/9/2006","Senate","Harm",1,0.0118
"3366",2054,"Iran","Coleman",0,"3/29/2007","Senate Hearings","Harm",2,0.0353
"3369",1473,"Iraq","Collins",0,"10/9/2002","House","Harm",11,0.1165
"3371",466,"Iraq","Collins",0,"10/10/2002","Senate","Harm",13,0.0573
"3377",69,"Syria","Collins",0,"9/11/2013","Senate","Harm",14,0.0652
"3380",1150,"Libya","ConnollyVA",0,"3/31/2011","House Hearings","Harm",5,0.1005
"3382",1276,"Libya","ConnollyVA",0,"5/25/2011","House Hearings","Harm",5,0.082
"3385",1029,"Libya","ConnollyVA",0,"6/3/2011","House","Harm",8,0.2037
"3398",243,"Syria","Cornyn",0,"3/15/2012","Senate","Harm",4,0.0368
"3402",235,"Syria","Cornyn",0,"9/11/2013","Senate","Harm",25,0.0814
"3407",1315,"Iraq","Cox",0,"10/10/2002","House","Harm",5,0.0395
"3413",370,"Iraq","Craig",0,"10/8/2002","Senate","Harm",3,0.0153
"3415",1234,"Iraq","Crane",0,"10/9/2002","House","Harm",1,0.0142
"3418",1449,"Iraq","Crane",0,"10/10/2002","House","Harm",3,0.0294
"3422",1474,"Iraq","Crenshaw",0,"10/9/2002","House","Harm",2,0.0723
"3423",1421,"Iraq","Cubin",0,"10/10/2002","House","Harm",2,0.0422
"3425",1104,"Kosovo","Cunningham",0,"3/17/1998","House","Harm",1,0.0261
"3428",1476,"Iraq","Cunningham",0,"10/9/2002","House","Harm",6,0.0913
"3430",1683,"Afghanistan","DavisT",0,"9/14/2001","House","Harm",2,0.115
"3436",1600,"Afghanistan","Delay",0,"9/14/2001","House","Harm",1,0.0344
"3437",1433,"Iraq","Delay",0,"10/10/2002","House","Harm",7,0.0923
"3440",1479,"Iraq","DeMint",0,"10/9/2002","House","Harm",3,0.0533
"3443",79,"North Korea","DeMint",0,"6/8/2009","Senate","Harm",2,0.0262
"3447",621,"Syria","Dent",0,"9/10/2013","House","Harm",8,0.0268
"3449",688,"Syria","Dent",0,"9/10/2013","House","Harm",2,0.066
"3453",465,"Iraq","DeWine",0,"10/10/2002","Senate","Harm",26,0.0868
"3458",80,"Sudan","DeWine",0,"5/6/2004","Senate","Harm",1,0.0164
"3463",81,"Kosovo","DeWine",0,"10/6/1998","Senate","Harm",6,0.0386
"3464",1558,"Afghanistan","Diaz-Balart",0,"9/14/2001","House","Harm",2,0.0685
"3466",593,"Iran","Dold",0,"2/17/2012","House","Harm",1,0.0642
"3469",2159,"Kosovo","Dole",0,"6/24/1998","Senate Hearings","Harm",9,0.0253
"3474",87,"Iran","Domenici",0,"2/22/2000","Senate","Harm",1,0.0106
"3476",360,"Iraq","Domenici",0,"10/7/2002","Senate","Harm",3,0.1684
"3477",519,"Iraq","Domenici",0,"10/9/2002","Senate","Harm",9,0.0442
"3478",90,"Iraq","Domenici",0,"1/28/2003","Senate","Harm",1,0.0247
"3482",2105,"Iraq","Domenici",0,"5/21/1998","Senate Hearings","Harm",3,0.0239
"3486",335,"Iran","Domenici",0,"5/22/1998","Senate","Harm",3,0.0196
"3492",88,"Kosovo","Domenici",0,"10/7/1998","Senate","Harm",1,0.0073
"3496",293,"Kosovo","Domenici",0,"2/23/1999","Senate","Harm",6,0.0508
"3499",1594,"Afghanistan","Dreier",0,"9/14/2001","House","Harm",2,0.0744
"3506",596,"Russia","Dreier",0,"1/19/2011","House","Harm",1,0.0157
"3511",597,"Russia","Dreier",0,"6/22/2011","House","Harm",1,0.0116
